
, 0
-72181.81, 0
-72307.18, 0
-72371.49, 0
-72401.16, 0
-72419.64, 0
-72431.82, 0
-72467.47, 0
-72535.55, 0
-72653.31, 0
-72778.63, 0
-72852.11, 0
-72868.68, 0
-72823.80, 0
-72762.84, 0
-72707.04, 0
-72663.90, 0
-72678.12, 0
-72748.46, 0
-72884.97, 0
-73049.91, 0
-73196.35, 0
-73330.68, 0
-73445.36, 0
-73565.64, 0
-73685.89, 0
-73786.58, 0
-73876.98, 0
-73938.06, 0
-73983.74, 0
-73995.08, 0
-73955.09, 0
-73902.05, 0
-73853.39, 0
-73846.04, 0
-73865.09, 0
-73877.74, 0
-73884.64, 0
-73862.47, 0
-73821.72, 0
-73746.70, 0
-73625.14, 0
-73491.28, 0
-73356.02, 0
-73253.30, 0
-73169.66, 0
-73087.31, 0
-73021.74, 0
-72959.69, 0
-72917.03, 0
-72879.65, 0
-72826.83, 0
-72771.22, 0
-72696.52, 0
-72620.38, 0
-72534.57, 0
-72427.60, 0
-72333.16, 0
-72257.56, 0
-72229.36, 0
-72235.93, 0
-72253.49, 0
-72281.85, 0
-72290.93, 0
-72291.26, 0
-72261.54, 0
-72192.90, 0
-72114.37, 0
-72020.93, 0
-71945.37, 0
-71880.46, 0
-71819.37, 0
-71788.07, 0
-71784.08, 0
-71837.95, 0
-71940.67, 0
-72070.68, 0
-72218.41, 0
-72338.42, 0
-72420.21, 0
-72437.89, 0
-72392.74, 0
-72332.82, 0
-72288.54, 0
-72311.21, 0
-72403.39, 0
-72538.17, 0
-72686.55, 0
-72776.93, 0
-72776.11, 0
-72645.19, 0
-72386.25, 0
-72058.14, 0
-71714.36, 0
-71441.22, 0
-71271.75, 0
-71209.31, 0
-71246.34, 0
-71329.07, 0
-71431.08, 0
-71505.14, 0
-71531.30, 0
-71534.60, 0
-71524.62, 0
-71537.53, 0
-71569.67, 0
-71609.92, 0
-71660.84, 0
-71687.23, 0
-71692.46, 0
-71663.29, 0
-71613.67, 0
-71582.56, 0
-71577.58, 0
-71621.40, 0
-71689.14, 0
-71757.11, 0
-71814.48, 0
-71833.08, 0
-71832.16, 0
-71816.86, 0
-71806.83, 0
-71845.24, 0
-71931.80, 0
-72070.50, 0
-72222.59, 0
-72354.97, 0
-72456.37, 0
-72506.48, 0
-72534.94, 0
-72549.26, 0
-72569.45, 0
-72624.25, 0
-72701.87, 0
-72804.07, 0
-72887.61, 0
-72921.26, 0
-72908.88, 0
-72837.18, 0
-72733.26, 0
-72601.17, 0
-72459.11, 0
-72333.23, 0
-72218.53, 0
-72128.27, 0
-72042.39, 0
-71957.59, 0
-71885.49, 0
-71805.17, 0
-71730.52, 0
-71643.27, 0
-71536.54, 0
-71427.91, 0
-71317.76, 0
-71244.89, 0
-71226.55, 0
-71287.58, 0
-71450.65, 0
-71690.69, 0
-71986.99, 0
-72276.93, 0
-72514.93, 0
-72679.32, 0
-72747.61, 0
-72758.00, 0
-72741.26, 0
-72741.66, 0
-72801.23, 0
-72914.70, 0
-73073.05, 0
-73228.92, 0
-73348.83, 0
-73418.93, 0
-73420.51, 0
-73382.73, 0
-73320.13, 0
-73264.37, 0
-73241.64, 0
-73240.17, 0
-73263.02, 0
-73280.85, 0
-73283.31, 0
-73286.76, 0
-73290.72, 0
-73318.59, 0
-73351.10, 0
-73383.95, 0
-73415.54, 0
-73416.21, 0
-73394.14, 0
-73336.36, 0
-73258.63, 0
-73196.15, 0
-73163.80, 0
-73190.04, 0
-73251.42, 0
-73334.37, 0
-73421.95, 0
-73482.80, 0
-73527.73, 0
-73545.54, 0
-73550.85, 0
-73561.17, 0
-73569.50, 0
-73580.55, 0
-73562.28, 0
-73512.90, 0
-73447.81, 0
-73367.53, 0
-73300.94, 0
-73246.20, 0
-73213.87, 0
-73199.17, 0
-73166.06, 0
-73110.79, 0
-73016.22, 0
-72902.14, 0
-72809.48, 0
-72756.73, 0
-72769.70, 0
-72812.45, 0
-72852.62, 0
-72855.24, 0
-72780.92, 0
-72660.65, 0
-72597.03, 0
-72639.94, 0
-72762.14, 0
-72972.16, 0
-73226.32, 0
-73416.65, 0
-73472.06, 0
-73369.86, 0
-73124.07, 0
-72797.70, 0
-72427.33, 0
-72077.53, 0
-71820.04, 0
-71702.56, 0
-71743.96, 0
-71879.74, 0
-72044.05, 0
-72185.49, 0
-72258.70, 0
-72253.90, 0
-72156.26, 0
-72011.47, 0
-71895.48, 0
-71862.44, 0
-71941.94, 0
-72069.83, 0
-72179.49, 0
-72223.68, 0
-72181.93, 0
-72089.69, 0
-71976.94, 0
-71905.87, 0
-71931.50, 0
-72052.63, 0
-72222.54, 0
-72335.04, 0
-72330.48, 0
-72216.79, 0
-72064.47, 0
-71988.57, 0
-72031.15, 0
-72192.20, 0
-72405.72, 0
-72560.23, 0
-72573.92, 0
-72400.53, 0
-72124.56, 0
-71904.32, 0
-71879.43, 0
-72126.36, 0
-72555.01, 0
-72980.69, 0
-73188.85, 0
-73037.33, 0
-72575.12, 0
-71988.53, 0
-71585.51, 0
-71610.26, 0
-72079.32, 0
-72759.63, 0
-73163.21, 0
-72782.09, 0
-71288.71, 0
-68710.53, 0
-65497.23, 0
-62347.10, 0
-60030.11, 0
-59099.09, 0
-59686.32, 0
-61495.80, 0
-63885.20, 0
-66165.07, 0
-67823.42, 0
-68668.95, 0
-68877.19, 0
-68802.05, 0
-68829.35, 0
-69187.25, 0
-69869.26, 0
-70696.62, 0
-71391.12, 0
-71772.37, 0
-71818.73, 0
-71653.00, 0
-71492.87, 0
-71479.98, 0
-71663.68, 0
-71968.13, 0
-72234.50, 0
-72345.65, 0
-72239.87, 0
-71988.87, 0
-71722.32, 0
-71559.99, 0
-71575.13, 0
-71710.95, 0
-71856.92, 0
-71901.41, 0
-71791.27, 0
-71576.47, 0
-71334.64, 0
-71191.71, 0
-71236.12, 0
-71472.15, 0
-71834.22, 0
-72176.41, 0
-72404.41, 0
-72502.45, 0
-72534.06, 0
-72613.36, 0
-72809.55, 0
-73162.59, 0
-73644.75, 0
-74175.02, 0
-74666.30, 0
-75015.96, 0
-75206.53, 0
-75280.80, 0
-75314.34, 0
-75379.55, 0
-75470.83, 0
-75581.03, 0
-75672.69, 0
-75708.01, 0
-75689.63, 0
-75613.25, 0
-75522.29, 0
-75448.12, 0
-75398.83, 0
-75377.77, 0
-75333.84, 0
-75225.17, 0
-75101.22, 0
-74990.93, 0
-74861.03, 0
-74724.05, 0
-74618.42, 0
-74546.46, 0
-74494.22, 0
-74461.50, 0
-74426.19, 0
-74390.73, 0
-74341.13, 0
-74276.48, 0
-74223.95, 0
-74188.34, 0
-74187.72, 0
-74204.76, 0
-74212.59, 0
-74211.85, 0
-74192.50, 0
-74168.29, 0
-74137.08, 0
-74093.44, 0
-74043.74, 0
-73956.37, 0
-73827.24, 0
-73640.35, 0
-73399.22, 0
-73143.86, 0
-72907.42, 0
-72741.88, 0
-72664.35, 0
-72662.22, 0
-72717.47, 0
-72775.93, 0
-72805.84, 0
-72778.71, 0
-72688.50, 0
-72566.56, 0
-72425.88, 0
-72305.30, 0
-72212.71, 0
-72145.77, 0
-72110.09, 0
-72088.74, 0
-72088.81, 0
-72103.97, 0
-72131.04, 0
-72172.70, 0
-72190.16, 0
-72177.60, 0
-72131.63, 0
-72068.42, 0
-72021.68, 0
-71990.30, 0
-71997.56, 0
-72044.41, 0
-72128.61, 0
-72248.65, 0
-72351.94, 0
-72426.32, 0
-72459.82, 0
-72458.29, 0
-72454.13, 0
-72454.76, 0
-72487.20, 0
-72546.56, 0
-72620.52, 0
-72701.10, 0
-72750.78, 0
-72773.38, 0
-72772.50, 0
-72755.43, 0
-72741.51, 0
-72711.82, 0
-72680.44, 0
-72640.68, 0
-72597.02, 0
-72564.98, 0
-72525.67, 0
-72501.81, 0
-72517.71, 0
-72591.86, 0
-72730.31, 0
-72886.43, 0
-73047.98, 0
-73205.43, 0
-73364.24, 0
-73535.09, 0
-73694.06, 0
-73848.25, 0
-73998.50, 0
-74148.63, 0
-74292.49, 0
-74383.88, 0
-74425.88, 0
-74441.99, 0
-74460.84, 0
-74506.83, 0
-74561.36, 0
-74631.24, 0
-74705.75, 0
-74774.47, 0
-74835.99, 0
-74873.16, 0
-74915.09, 0
-74981.04, 0
-75088.91, 0
-75238.96, 0
-75388.52, 0
-75525.06, 0
-75627.78, 0
-75687.00, 0
-75728.48, 0
-75763.02, 0
-75827.87, 0
-75924.48, 0
-76040.44, 0
-76150.40, 0
-76190.98, 0
-76133.82, 0
-75953.40, 0
-75666.58, 0
-75302.53, 0
-74858.13, 0
-74353.95, 0
-73783.55, 0
-73139.09, 0
-72417.86, 0
-71596.18, 0
-70719.20, 0
-69851.78, 0
-69075.08, 0
-68452.03, 0
-67969.96, 0
-67613.93, 0
-67331.28, 0
-67072.42, 0
-66797.56, 0
-66476.46, 0
-66159.71, 0
-65909.91, 0
-65795.94, 0
-65852.42, 0
-66050.43, 0
-66358.70, 0
-66703.94, 0
-67027.93, 0
-67301.31, 0
-67505.95, 0
-67681.43, 0
-67866.78, 0
-68100.20, 0
-68398.29, 0
-68733.30, 0
-69089.33, 0
-69424.39, 0
-69718.04, 0
-69969.05, 0
-70177.38, 0
-70379.61, 0
-70588.47, 0
-70814.49, 0
-71061.21, 0
-71302.33, 0
-71531.57, 0
-71721.67, 0
-71865.18, 0
-71970.26, 0
-72031.61, 0
-72081.39, 0
-72133.02, 0
-72202.71, 0
-72299.31, 0
-72407.99, 0
-72538.96, 0
-72673.72, 0
-72803.11, 0
-72923.72, 0
-73019.32, 0
-73105.86, 0
-73174.66, 0
-73228.40, 0
-73265.37, 0
-73266.38, 0
-73246.23, 0
-73202.68, 0
-73155.99, 0
-73126.63, 0
-73110.61, 0
-73134.43, 0
-73182.16, 0
-73237.09, 0
-73273.97, 0
-73247.96, 0
-73158.55, 0
-73007.68, 0
-72824.73, 0
-72634.93, 0
-72439.90, 0
-72268.92, 0
-72123.53, 0
-72012.19, 0
-71935.25, 0
-71869.35, 0
-71823.84, 0
-71797.03, 0
-71802.22, 0
-71833.49, 0
-71857.21, 0
-71875.10, 0
-71864.03, 0
-71824.81, 0
-71777.58, 0
-71729.23, 0
-71711.48, 0
-71720.96, 0
-71755.12, 0
-71804.55, 0
-71841.93, 0
-71865.87, 0
-71857.27, 0
-71822.85, 0
-71781.10, 0
-71739.83, 0
-71725.59, 0
-71718.77, 0
-71704.99, 0
-71694.80, 0
-71692.47, 0
-71723.23, 0
-71762.46, 0
-71796.35, 0
-71836.43, 0
-71879.12, 0
-71931.58, 0
-71965.67, 0
-71980.03, 0
-72000.68, 0
-72046.50, 0
-72134.51, 0
-72226.77, 0
-72298.02, 0
-72344.67, 0
-72350.55, 0
-72336.03, 0
-72298.37, 0
-72255.96, 0
-72234.87, 0
-72236.77, 0
-72270.89, 0
-72300.85, 0
-72301.28, 0
-72265.10, 0
-72194.66, 0
-72123.40, 0
-72054.58, 0
-72010.94, 0
-72018.99, 0
-72071.80, 0
-72169.88, 0
-72266.14, 0
-72331.61, 0
-72363.53, 0
-72356.84, 0
-72338.29, 0
-72302.21, 0
-72258.33, 0
-72223.88, 0
-72200.95, 0
-72198.13, 0
-72182.23, 0
-72146.58, 0
-72100.34, 0
-72051.22, 0
-72025.85, 0
-72012.62, 0
-72014.76, 0
-72041.77, 0
-72081.59, 0
-72139.23, 0
-72181.61, 0
-72194.33, 0
-72181.35, 0
-72145.59, 0
-72113.62, 0
-72078.81, 0
-72056.49, 0
-72068.36, 0
-72113.72, 0
-72198.11, 0
-72285.14, 0
-72352.67, 0
-72389.66, 0
-72379.66, 0
-72336.69, 0
-72260.34, 0
-72175.10, 0
-72113.99, 0
-72087.33, 0
-72108.28, 0
-72139.79, 0
-72159.51, 0
-72158.57, 0
-72128.48, 0
-72086.32, 0
-72017.10, 0
-71932.80, 0
-71848.46, 0
-71770.26, 0
-71712.63, 0
-71653.35, 0
-71600.45, 0
-71572.65, 0
-71580.39, 0
-71645.58, 0
-71739.40, 0
-71842.78, 0
-71934.60, 0
-71989.51, 0
-72008.89, 0
-71973.76, 0
-71904.36, 0
-71832.95, 0
-71779.81, 0
-71773.71, 0
-71786.61, 0
-71805.12, 0
-71814.71, 0
-71798.82, 0
-71776.94, 0
-71743.46, 0
-71724.01, 0
-71747.02, 0
-71817.59, 0
-71933.12, 0
-72049.68, 0
-72140.05, 0
-72192.28, 0
-72201.86, 0
-72193.50, 0
-72160.31, 0
-72123.57, 0
-72103.93, 0
-72101.98, 0
-72122.04, 0
-72129.26, 0
-72122.39, 0
-72109.61, 0
-72097.78, 0
-72109.41, 0
-72129.93, 0
-72162.24, 0
-72201.54, 0
-72237.50, 0
-72273.87, 0
-72286.90, 0
-72286.28, 0
-72283.76, 0
-72279.49, 0
-72293.08, 0
-72305.19, 0
-72315.23, 0
-72310.93, 0
-72270.06, 0
-72212.22, 0
-72139.84, 0
-72081.35, 0
-72051.46, 0
-72046.92, 0
-72071.17, 0
-72090.04, 0
-72086.55, 0
-72048.86, 0
-71970.05, 0
-71884.83, 0
-71806.17, 0
-71768.27, 0
-71785.52, 0
-71840.25, 0
-71922.74, 0
-71987.30, 0
-72019.72, 0
-72017.24, 0
-71985.31, 0
-71963.06, 0
-71959.32, 0
-71996.55, 0
-72062.56, 0
-72123.62, 0
-72168.82, 0
-72158.38, 0
-72097.27, 0
-72001.43, 0
-71891.53, 0
-71819.53, 0
-71795.05, 0
-71835.72, 0
-71921.18, 0
-72009.12, 0
-72083.58, 0
-72109.33, 0
-72101.23, 0
-72076.16, 0
-72048.07, 0
-72044.50, 0
-72054.58, 0
-72083.56, 0
-72110.84, 0
-72109.40, 0
-72086.85, 0
-72039.00, 0
-72002.29, 0
-71998.28, 0
-72023.57, 0
-72077.45, 0
-72123.10, 0
-72144.01, 0
-72117.87, 0
-72039.91, 0
-71954.02, 0
-71880.69, 0
-71861.26, 0
-71908.31, 0
-72000.25, 0
-72114.50, 0
-72193.67, 0
-72222.54, 0
-72198.66, 0
-72134.82, 0
-72082.70, 0
-72061.73, 0
-72099.48, 0
-72188.53, 0
-72293.12, 0
-72388.15, 0
-72428.86, 0
-72418.73, 0
-72360.89, 0
-72272.33, 0
-72189.57, 0
-72120.46, 0
-72091.12, 0
-72095.75, 0
-72112.25, 0
-72137.27, 0
-72142.26, 0
-72134.39, 0
-72112.26, 0
-72072.49, 0
-72029.66, 0
-71977.23, 0
-71935.37, 0
-71914.95, 0
-71921.79, 0
-71968.36, 0
-72028.34, 0
-72099.59, 0
-72149.07, 0
-72150.77, 0
-72107.05, 0
-72009.31, 0
-71895.21, 0
-71793.64, 0
-71725.36, 0
-71712.37, 0
-71739.26, 0
-71799.84, 0
-71864.25, 0
-71901.27, 0
-71912.78, 0
-71895.40, 0
-71881.22, 0
-71880.97, 0
-71896.66, 0
-71935.52, 0
-71970.23, 0
-72000.61, 0
-72007.33, 0
-71981.99, 0
-71938.91, 0
-71873.25, 0
-71815.00, 0
-71775.49, 0
-71762.33, 0
-71785.34, 0
-71823.20, 0
-71879.13, 0
-71940.13, 0
-71994.66, 0
-72043.72, 0
-72068.48, 0
-72084.87, 0
-72094.11, 0
-72092.65, 0
-72090.12, 0
-72068.04, 0
-72039.90, 0
-71998.16, 0
-71937.27, 0
-71868.09, 0
-71789.80, 0
-71734.51, 0
-71706.82, 0
-71705.79, 0
-71741.23, 0
-71788.25, 0
-71845.52, 0
-71889.94, 0
-71903.11, 0
-71895.06, 0
-71859.74, 0
-71828.02, 0
-71810.97, 0
-71814.53, 0
-71857.91, 0
-71922.95, 0
-72010.67, 0
-72096.26, 0
-72163.89, 0
-72210.26, 0
-72218.48, 0
-72211.63, 0
-72193.00, 0
-72169.03, 0
-72155.48, 0
-72134.34, 0
-72118.91, 0
-72096.82, 0
-72060.85, 0
-72018.82, 0
-71962.82, 0
-71921.58, 0
-71900.78, 0
-71905.85, 0
-71945.06, 0
-71995.51, 0
-72056.04, 0
-72097.10, 0
-72105.16, 0
-72084.97, 0
-72032.38, 0
-71977.19, 0
-71934.31, 0
-71916.94, 0
-71939.09, 0
-71978.99, 0
-72032.58, 0
-72077.82, 0
-72098.74, 0
-72099.72, 0
-72071.73, 0
-72041.06, 0
-72006.85, 0
-71970.35, 0
-71937.27, 0
-71891.98, 0
-71852.80, 0
-71822.44, 0
-71815.13, 0
-71851.72, 0
-71919.53, 0
-72019.64, 0
-72119.37, 0
-72192.36, 0
-72233.46, 0
-72229.68, 0
-72210.34, 0
-72182.70, 0
-72162.73, 0
-72161.39, 0
-72154.48, 0
-72139.96, 0
-72095.16, 0
-72024.47, 0
-71958.16, 0
-71914.30, 0
-71935.84, 0
-72018.08, 0
-72144.54, 0
-72278.37, 0
-72356.91, 0
-72364.49, 0
-72293.63, 0
-72174.22, 0
-72063.43, 0
-71996.46, 0
-72014.84, 0
-72099.03, 0
-72209.75, 0
-72301.07, 0
-72322.01, 0
-72283.22, 0
-72197.66, 0
-72112.59, 0
-72078.69, 0
-72100.93, 0
-72181.22, 0
-72277.61, 0
-72355.30, 0
-72397.19, 0
-72389.14, 0
-72366.85, 0
-72349.07, 0
-72357.64, 0
-72401.48, 0
-72451.31, 0
-72494.78, 0
-72499.37, 0
-72469.48, 0
-72428.87, 0
-72391.30, 0
-72391.90, 0
-72424.09, 0
-72473.65, 0
-72516.13, 0
-72517.31, 0
-72485.54, 0
-72420.07, 0
-72349.73, 0
-72307.23, 0
-72299.09, 0
-72336.62, 0
-72382.00, 0
-72404.41, 0
-72393.46, 0
-72337.56, 0
-72268.51, 0
-72198.44, 0
-72151.20, 0
-72135.39, 0
-72131.76, 0
-72138.39, 0
-72124.30, 0
-72087.72, 0
-72045.00, 0
-72008.50, 0
-72013.28, 0
-72055.56, 0
-72126.25, 0
-72205.48, 0
-72256.29, 0
-72283.97, 0
-72279.41, 0
-72264.05, 0
-72262.68, 0
-72270.45, 0
-72304.61, 0
-72337.15, 0
-72346.08, 0
-72322.12, 0
-72265.47, 0
-72216.65, 0
-72192.48, 0
-72213.31, 0
-72278.49, 0
-72352.41, 0
-72415.66, 0
-72418.67, 0
-72345.41, 0
-72201.15, 0
-72003.05, 0
-71804.12, 0
-71628.94, 0
-71508.53, 0
-71462.68, 0
-71479.23, 0
-71560.34, 0
-71673.96, 0
-71804.05, 0
-71930.48, 0
-72025.03, 0
-72083.99, 0
-72086.84, 0
-72041.02, 0
-71966.79, 0
-71879.96, 0
-71827.24, 0
-71813.50, 0
-71847.25, 0
-71914.48, 0
-71977.19, 0
-72026.62, 0
-72037.96, 0
-72023.23, 0
-71999.84, 0
-71981.87, 0
-72002.46, 0
-72051.31, 0
-72121.00, 0
-72191.31, 0
-72228.22, 0
-72240.82, 0
-72219.31, 0
-72180.91, 0
-72141.07, 0
-72099.36, 0
-72074.81, 0
-72057.18, 0
-72053.02, 0
-72054.89, 0
-72052.45, 0
-72066.52, 0
-72083.09, 0
-72110.91, 0
-72145.96, 0
-72171.60, 0
-72201.58, 0
-72219.75, 0
-72236.40, 0
-72254.64, 0
-72271.63, 0
-72301.36, 0
-72315.99, 0
-72307.76, 0
-72276.20, 0
-72220.24, 0
-72167.77, 0
-72111.62, 0
-72070.64, 0
-72050.43, 0
-72040.73, 0
-72052.63, 0
-72065.54, 0
-72087.99, 0
-72121.00, 0
-72159.35, 0
-72225.02, 0
-72295.93, 0
-72365.05, 0
-72416.72, 0
-72429.83, 0
-72420.15, 0
-72382.99, 0
-72342.77, 0
-72315.54, 0
-72298.74, 0
-72308.83, 0
-72325.54, 0
-72348.89, 0
-72369.78, 0
-72380.65, 0
-72402.50, 0
-72423.81, 0
-72450.34, 0
-72476.76, 0
-72483.90, 0
-72475.89, 0
-72435.54, 0
-72379.54, 0
-72320.37, 0
-72271.26, 0
-72260.51, 0
-72273.42, 0
-72306.25, 0
-72339.89, 0
-72350.45, 0
-72348.25, 0
-72322.54, 0
-72293.96, 0
-72273.10, 0
-72256.69, 0
-72248.09, 0
-72213.92, 0
-72146.08, 0
-72027.99, 0
-71853.20, 0
-71659.06, 0
-71467.09, 0
-71320.56, 0
-71245.67, 0
-71242.48, 0
-71306.94, 0
-71389.57, 0
-71467.47, 0
-71510.93, 0
-71507.38, 0
-71485.35, 0
-71452.77, 0
-71447.99, 0
-71483.51, 0
-71551.02, 0
-71655.43, 0
-71759.62, 0
-71846.46, 0
-71894.63, 0
-71899.08, 0
-71884.89, 0
-71851.50, 0
-71824.90, 0
-71813.49, 0
-71813.29, 0
-71827.05, 0
-71830.13, 0
-71829.02, 0
-71825.22, 0
-71825.53, 0
-71861.19, 0
-71925.30, 0
-72022.45, 0
-72129.60, 0
-72210.28, 0
-72260.28, 0
-72261.26, 0
-72232.67, 0
-72187.09, 0
-72142.79, 0
-72128.38, 0
-72129.05, 0
-72146.51, 0
-72161.39, 0
-72155.90, 0
-72138.20, 0
-72098.69, 0
-72066.32, 0
-72058.18, 0
-72086.06, 0
-72169.11, 0
-72278.54, 0
-72400.64, 0
-72503.84, 0
-72565.00, 0
-72593.25, 0
-72572.47, 0
-72528.84, 0
-72474.54, 0
-72416.83, 0
-72375.56, 0
-72337.40, 0
-72306.98, 0
-72276.90, 0
-72248.27, 0
-72237.68, 0
-72231.56, 0
-72241.97, 0
-72256.16, 0
-72265.63, 0
-72280.02, 0
-72272.37, 0
-72251.57, 0
-72216.89, 0
-72173.37, 0
-72149.88, 0
-72143.00, 0
-72173.11, 0
-72232.87, 0
-72303.91, 0
-72379.80, 0
-72426.96, 0
-72448.86, 0
-72435.01, 0
-72391.61, 0
-72354.67, 0
-72328.92, 0
-72342.46, 0
-72395.18, 0
-72465.96, 0
-72541.71, 0
-72567.77, 0
-72523.26, 0
-72390.79, 0
-72179.21, 0
-71936.42, 0
-71684.98, 0
-71476.02, 0
-71329.06, 0
-71247.95, 0
-71240.42, 0
-71265.46, 0
-71309.52, 0
-71348.47, 0
-71375.04, 0
-71409.49, 0
-71442.67, 0
-71494.21, 0
-71555.16, 0
-71613.74, 0
-71677.11, 0
-71720.84, 0
-71755.11, 0
-71780.66, 0
-71805.56, 0
-71846.63, 0
-71884.35, 0
-71923.84, 0
-71951.48, 0
-71961.69, 0
-71968.14, 0
-71960.74, 0
-71962.58, 0
-71975.77, 0
-71998.62, 0
-72036.61, 0
-72060.92, 0
-72076.88, 0
-72068.31, 0
-72034.65, 0
-71996.31, 0
-71950.72, 0
-71921.63, 0
-71904.01, 0
-71896.38, 0
-71911.56, 0
-71936.80, 0
-71984.77, 0
-72044.37, 0
-72113.96, 0
-72196.73, 0
-72262.96, 0
-72314.37, 0
-72338.31, 0
-72340.29, 0
-72344.43, 0
-72348.27, 0
-72380.79, 0
-72439.62, 0
-72509.37, 0
-72570.67, 0
-72584.48, 0
-72551.00, 0
-72463.59, 0
-72348.26, 0
-72254.46, 0
-72200.20, 0
-72218.28, 0
-72292.69, 0
-72391.16, 0
-72494.08, 0
-72555.31, 0
-72576.75, 0
-72559.12, 0
-72523.36, 0
-72504.30, 0
-72497.31, 0
-72516.56, 0
-72538.94, 0
-72548.51, 0
-72541.20, 0
-72501.40, 0
-72460.13, 0
-72429.81, 0
-72424.17, 0
-72455.99, 0
-72497.20, 0
-72545.32, 0
-72572.19, 0
-72574.41, 0
-72581.97, 0
-72601.91, 0
-72665.41, 0
-72758.74, 0
-72858.97, 0
-72936.24, 0
-72935.27, 0
-72856.31, 0
-72699.59, 0
-72503.26, 0
-72328.26, 0
-72201.47, 0
-72155.84, 0
-72176.11, 0
-72237.91, 0
-72307.13, 0
-72331.24, 0
-72312.46, 0
-72253.43, 0
-72184.09, 0
-72145.07, 0
-72138.12, 0
-72182.97, 0
-72252.17, 0
-72324.12, 0
-72389.87, 0
-72420.27, 0
-72429.91, 0
-72415.05, 0
-72392.91, 0
-72385.12, 0
-72385.52, 0
-72408.54, 0
-72431.78, 0
-72442.25, 0
-72436.89, 0
-72390.08, 0
-72312.66, 0
-72191.87, 0
-72036.70, 0
-71874.37, 0
-71707.34, 0
-71573.08, 0
-71474.03, 0
-71413.57, 0
-71396.07, 0
-71399.31, 0
-71427.71, 0
-71460.27, 0
-71494.86, 0
-71542.68, 0
-71589.68, 0
-71652.08, 0
-71713.50, 0
-71765.88, 0
-71814.60, 0
-71840.08, 0
-71856.67, 0
-71855.73, 0
-71849.39, 0
-71850.82, 0
-71845.58, 0
-71850.39, 0
-71859.24, 0
-71877.00, 0
-71916.19, 0
-71968.53, 0
-72051.03, 0
-72141.54, 0
-72225.38, 0
-72294.19, 0
-72324.11, 0
-72332.44, 0
-72316.70, 0
-72292.34, 0
-72282.56, 0
-72281.92, 0
-72305.65, 0
-72323.80, 0
-72324.78, 0
-72305.81, 0
-72251.75, 0
-72192.60, 0
-72135.07, 0
-72101.46, 0
-72106.67, 0
-72131.72, 0
-72173.89, 0
-72203.73, 0
-72214.26, 0
-72209.42, 0
-72185.75, 0
-72174.94, 0
-72173.25, 0
-72184.19, 0
-72213.11, 0
-72235.54, 0
-72254.28, 0
-72248.95, 0
-72220.26, 0
-72187.90, 0
-72156.09, 0
-72155.56, 0
-72176.82, 0
-72215.73, 0
-72264.04, 0
-72295.12, 0
-72316.14, 0
-72306.96, 0
-72282.86, 0
-72249.89, 0
-72187.08, 0
-72120.89, 0
-72056.39, 0
-72012.16, 0
-71990.11, 0
-71963.62, 0
-71937.39, 0
-71900.60, 0
-71869.16, 0
-71849.56, 0
-71829.72, 0
-71832.65, 0
-71859.88, 0
-71922.41, 0
-72010.20, 0
-72083.18, 0
-72132.60, 0
-72142.85, 0
-72135.27, 0
-72127.25, 0
-72117.65, 0
-72134.88, 0
-72178.23, 0
-72249.97, 0
-72329.04, 0
-72371.27, 0
-72371.92, 0
-72322.59, 0
-72250.90, 0
-72179.89, 0
-72116.20, 0
-72087.02, 0
-72088.52, 0
-72126.15, 0
-72182.61, 0
-72229.89, 0
-72277.99, 0
-72315.51, 0
-72352.38, 0
-72385.87, 0
-72397.04, 0
-72397.85, 0
-72376.84, 0
-72343.94, 0
-72303.80, 0
-72247.24, 0
-72189.10, 0
-72113.71, 0
-72033.14, 0
-71951.41, 0
-71880.14, 0
-71854.59, 0
-71853.43, 0
-71869.71, 0
-71910.26, 0
-71966.79, 0
-72045.18, 0
-72104.26, 0
-72123.86, 0
-72109.23, 0
-72073.16, 0
-72055.47, 0
-72039.11, 0
-72025.18, 0
-72028.33, 0
-72050.85, 0
-72100.92, 0
-72136.93, 0
-72145.14, 0
-72138.07, 0
-72127.59, 0
-72151.72, 0
-72189.61, 0
-72227.22, 0
-72264.37, 0
-72287.27, 0
-72308.74, 0
-72295.16, 0
-72239.72, 0
-72167.78, 0
-72105.93, 0
-72091.64, 0
-72097.87, 0
-72107.75, 0
-72121.58, 0
-72131.73, 0
-72153.96, 0
-72154.41, 0
-72133.56, 0
-72118.56, 0
-72132.22, 0
-72197.05, 0
-72266.38, 0
-72312.36, 0
-72328.61, 0
-72311.78, 0
-72287.93, 0
-72238.64, 0
-72178.98, 0
-72137.23, 0
-72124.18, 0
-72151.04, 0
-72160.87, 0
-72129.25, 0
-72064.55, 0
-71993.42, 0
-71971.40, 0
-72001.79, 0
-72094.68, 0
-72250.92, 0
-72443.40, 0
-72639.12, 0
-72745.35, 0
-72722.94, 0
-72587.68, 0
-72387.64, 0
-72207.82, 0
-72077.90, 0
-72027.07, 0
-72072.26, 0
-72189.18, 0
-72345.97, 0
-72458.06, 0
-72491.63, 0
-72455.24, 0
-72379.63, 0
-72320.20, 0
-72272.91, 0
-72244.91, 0
-72239.19, 0
-72257.22, 0
-72303.53, 0
-72329.48, 0
-72323.10, 0
-72309.72, 0
-72321.87, 0
-72376.98, 0
-72418.24, 0
-72424.51, 0
-72405.99, 0
-72386.60, 0
-72399.43, 0
